M667499063873548288,4, اهداا الى والى الليبراليين نطالب_خادم_الحرمين_بايقافmbc,سلبي,لا يمكن تحديده
M664806543079047168,3, اهمال غالب يؤجل عودته الى الملاعب علمت مصادر مطلعه ل PRO SPORT ان وضع لاعب ,لا يمكن تحديده,سلبي
M666311796421210112,7, ائمه_المساجد من خلال اعدادي لتقرير الحلقه مع الائمه والمؤذنين وجدت ان لديهم مشاكل ومسؤليات ارهقتهم ولربما نفرت البعض من اما ,لا يمكن تحديده,سلبي
M667266354811129856,1, بالله التغريده دي طلعوها ع لازم ماما و اخواتي يشوفوها وحطوا ميرال ,لا يمكن تحديده,محايد
M665583566412259328,1, بدريه على قناه تكشف كيف يتصدر الجهل باسم الدين وكيف يتم عمل بيئه قابله للدعشنه من سن الطفوله,إيجابي,لا يمكن تحديده
M664724524911431680,2, بدريه كل سبت على قناه رائف_بدوي الليبراليه الخرفنه الرياض جده مكه المتخرفن السعوديه الهلال النصر تبوك حائل ,سلبي,محايد
M664605977665273856,2, بدريه_البشر الليبراليه الخبيثه النصر_الفيصلي رايف_بدوي ,سلبي,لا يمكن تحديده
M667406389648691200,1, بدون_شك الهاشتاق وصل ترند عشان قضيه اليوم والشعب يغرد بنصايح وشعر ي الربع ذا برنامج ع ,سخرية,محايد
M664502709626798080,3, برنامج التاهيل_المهني_للطلاب ضمن مبادره تعليم_وعمل ,لا يمكن تحديده,محايد
M665698500018065408,25, برنامج في ا صرار يقدمه اليمني عمر حسين حمله للوبي لتوطين وتجنيس الاجانب ماذاقال اليمني عن من انشا جامعه كاوست ,سلبي,لا يمكن تحديده
M664585902950375424,80, بعض المتعاطفين مع رزق فارس هنا مقاطعه_فطور_فارس في نفس الوقت يتعاطفون مع ويؤيدون قطع رزق احمد هنا بر ,سخرية,كلاهما
M665891597859610624,4, بكرا لا نشوف احد يروح ثم يجي يتبكبك علينا في تويتر قنوات تشوه الاسلام لن ندافع عن الذين امتطتهم القناه برنامج_ ,سلبي,محايد
M665932463189925888,12, بيض الله وجه كل من حضر والعذر لمن اعتذر وعسي الله يزين الامور سادخل اللفاا في دعواتكم,لا يمكن تحديده,محايد
M664432050649346048,1, بينما تشيد الجزيره ببطوله اخواتنا في فلسطين تتحدث عنهن بصفتهن جميلات يخطفن الابصار قاوموا_صهاينه_العرب ,سلبي,لا يمكن تحديده
M666025642094407680,1, تصبحو على خير يارفقاتي انا بعتذر كتيييير بس ولله تعبانه خيرالله بحبكن كتير موااااه سوريا ,لا يمكن تحديده,إيجابي
M666662759799595008,187, تطبيق_الهلال من كواليس تصوير نجوم الفريق لقناه PRO SPORT الهلال جده_الان ,محايد,لا يمكن تحديده
M664550243204231168,1, تغريدات تخص برنامج اصرار نعلم وقاحه وان هي لا تدعي شرفا وبعض الاعلاميات علنا مللا ورغم ذلك بالشرف داعيه ,سلبي,لا يمكن تحديده
M666243857236033536,1, تفضل يا شيخ فصام مصاب به البعض يهاجمون بدايه الانحراف و يمدحون الفسق و الافلام ,سلبي,لا يمكن تحديده
M664566436430528512,1, جلدتهم جلد ي ابو شلاخ والله انك كفوووو ,لا يمكن تحديده,إيجابي
M664515300428259328,1, حرق اذا ما تبغى الحلقه تنحرق عليك لا تقرا الكلام حذرتك ترا انا اللي حافوز في النهايه الاصرار ,محايد,لا يمكن تحديده
M666025073942335488,1, حكم تمثيل الانبياا والصحابه والتابعين وعن تمثيل الانبياا واتباعهم من جانب والكفار من جانب اخر الجواب ,محايد,لا يمكن تحديده
M666025049321811968,1, حكم مايسمى بالتمثيل الاسلامي وتمثيل دور الصحابه والانبياا الجواب للعلامه ابن باز رحمه الله العذراا_ ,محايد,لا يمكن تحديده
M666285196107489280,1, حمله_حذف_قناه_بدايه نمودج لاحد الفصاميين شريفه ,سلبي,لا يمكن تحديده
M665179091126108160,2, خالد الخضير نقوم بعمل وطني عظيم وننبش عن المهارات الوظيفيه في برنامج الاصرار مع مواطن_يفضح_برنامج_الاصرار ,محايد,إيجابي
M666301786999947264,4, زد_رصيدك3 حمله_حذف_قناه_بدايه ان سعيكم لشتى هناك من يهاجم معكم بدايه لكن يرى شريفه ,سخرية,كلاهما
M666278967922589696,2, زد_رصيدك3 حمله_حذف_قناه_بدايه يا غيور احذر من مهاجمه بدايه و ترك ,سلبي,محايد
M666285734530310144,1, زد_رصيدك3 نمودج لاحد الفصاميين شريفه ,سلبي,لا يمكن تحديده
M667014942835531776,3, زد_رصيدك5 بدايه لكل من يستهزئ او يشكك في نوايا المتسابقين او القناه تذكر لا نساا لا موسيقى لا ضياع اخلاقي ما اقص ,لا يمكن تحديده,سلبي
M666858467232243712,1, ساعه_شباب يساهم بشكل فاعل في تفعيل فكره نشر العهر داخل المجتمع السعودي تلك المساهمه محل شكر وتقدير العاهره صاحبه الفكره جده_تغرق,سخرية,سلبي
M665112532244271104,1, شاهد كابور و كاران جوهر و كوشي بطله مسلسل من _ النظره_الثانيه في jhalak dikhhla jaa لليله 8م KSA BOLLYWOOD ,لا يمكن تحديده,محايد
M666131856526561280,1, شاهدوا التقرير عن باب الحاره 6 رمضان_يجمعنا باب_الحاره_6 باب_الحاره_الجزا_السادس ,لا يمكن تحديده,محايد
M664790504517799936,1, شو اكتر مهنه حبيتوها للنمس وليش النمس باب_الحاره مصطفى_الخاني مهن سوريا نجوم مبدعين مشاهير فن ,لا يمكن تحديده,محايد
M666025184147734528,1, شوفوني بعد ربع ساعه ع ع سوريا مصر السعوديه الجزائر المغرب الاردن العراق فلسطين ,لا يمكن تحديده,محايد
M666025477912555520,1, صباح الخير سوريا مصر السعوديه الجزائر المغرب تونس ليبيا السودان بيروت الكويت ,لا يمكن تحديده,محايد
M664760981499879424,1, صباح الشتاا ومساؤه مختلف يومكم اجمل ,لا يمكن تحديده,إيجابي
M665616452809064448,1, ضحايا_داعش داوود_الشريان الثامنه تغريدطير النقل تغرير ويشربك الحر بحباله ياوليدي اللي يريد الخير يبدا بنفسه وبعيا ,سلبي,لا يمكن تحديده
M665950010664738816,4, علق مع قرناس التايم ,لا يمكن تحديده,محايد
M666512780204384256,1, عمرو_دياب يتصالح مع ال ,محايد,لا يمكن تحديده
M664577406750040064,1, فتوى عاجله قناه حرب على الله ورسوله والقائمون عليها مجرمون الشيخ عبدالرحمن البراك ق_mbc_تخرب_بيتك ,سلبي,لا يمكن تحديده
M665254032156598272,3, فقط مذيعي و العربيه هم من يترحم على قتلى حسن زميره خونه ,سلبي,محايد
M665074880430383104,8, في الثامنه غطى الدرباويه وجوههم خوفا من عار الفساد وكشفت عن وجهها القبيح لنشر الافساد ,سلبي,كلاهما
M666161980101799936,1, في وطني يوفر للمواطن كل القنوات التليفيزيونيه التي ترضي ذائقته قناتي وصال و بدايه او العربيه و ,سخرية,محايد
M665585102563487744,5, فيديو في فقره صوت_المحافظات زرنا المزاحميه لنقل هموم سكانها الى المسؤول مشاهده ممتعه بسام ,محايد,إيجابي
M664558409371525120,1, قروس_يطالب_بالسماح_بدخول_النساا_للملاعب في السعوديه هاشتاق_السعوديه الرياض جده صدى_الملاعب ,محايد,لا يمكن تحديده
M666603778272010240,3, قمنا بازاله الرصيف للسماح للسيارت المحجوزه بالمرور جده_الان جده_تغرق امطار_جده الحدث عاجل_جده ,محايد,إيجابي
M665927244678864896,3, قناه تطرح عبر برنامج داوود الشريان الساعه الثامنه مساا اليوم قضيه البدون_فالكويت البدون الكويت الظلم العنصريه الفئويه,سلبي,محايد
M666015002017587200,3, قناه تطرح عبر برنامج داوود الشريان الساعه الثامنه مساا اليوم قضيه البدون_فالكويت بس للاسف لم يوفق بالضيوف,كلاهما,سلبي
M665946261024018432,9, قناه تمويلها سعودي ولكن روحها اهلها عقيدتها مسيحيه درزيه علمانيه لان مدرااها لبنانيين همهم فرض تغيير للمجتمع السعودي مست ,سلبي,محايد
M665169883072741376,1, قناه_بدايه ول عليكم اتفرج على والله حتعرف ايهما قناه الفسق والفجور تعينوا الشيطان على اخوانكم,سلبي,لا يمكن تحديده
M664854712957714432,3, كلمه الحق مره لكن عن من ل من توجه متى تعلن اتحتاج كل هذا هب ان المدعي انقلب عليهم لا تكن انت المدفع و فوهت ,لا يمكن تحديده,محايد
M665919218387406848,3, لا يوجد فرق بين قناه بدايه وقناه الاولى بدايه الانحلال والاخرى نهايته زد_رصيدك2,سلبي,لا يمكن تحديده
M667282417258856448,63, لماذا_يا_خوله_العنزي قنوات و روتانا انشئت لمثل هذا الهدف ونجحت غيرت تركيبه المجتمع السعودي لم يعد لنا هويه فمن ,سلبي,لا يمكن تحديده
M667359329050341376,1, لماذا_يا_خوله_العنزي ماذا لو عرضت المقابله قناه لسمعنا بهجوم بني صحيون والملتحون واصحاب المقاطعه لكن روتانا لا المعزب لايزعل 1 ,سخرية,لا يمكن تحديده
M665672740725223424,1, ليتك ما دافعت عن ,لا يمكن تحديده,سلبي
M665267096037781504,5, ماذا_تعرف_عن_الرشايده اعرف انهم قبيله هافيه حطو روسهم ب راس قبيله عظيمه ف اهانتهم هذي القبيله وفضحتهم واجبروا ش ,لا يمكن تحديده,محايد
M667611278257610752,1, مايحتاج طنشنها في افض منها pro sport,لا يمكن تحديده,محايد
M666105902970380288,4, متى تتناول منابر اعلامنا معاناه المواطنات بسبب حظر قياده_المراه_للسياره الثامنه_مع_داود_الشريان الثا ,سلبي,محايد
M665274106984718336,3, متى يبصر تعاون و عادل_امام النور ,سخرية,محايد
M666616029750120448,1, مجموعه كما روجت للسفاح المالكي روجت للمغني قصي_حاتم الذي تغنى بالحوثي و وشتم حكومتنا ,سلبي,لا يمكن تحديده
M666308511735922688,1, محمد_رمضان والمخرج محمد_سامي وجلسات عمل مسلسل الاسطوره رمضان_2016 ,محايد,لا يمكن تحديده
M665982911359881216,12, محمد_عبده_وفنان_العرب اعتدت مشاهده برامج المواهب في قناه وجدت فرق كبيرلصالحها في الاعداد والانتاج والاخراج الدعايه ,سلبي,محايد
M664731707497717760,3, مرتزقه_برنامج_الاصرار ادفع ازبطك قاعده معروفه لدى اغلب مشاهير الاعلام العربي فما بالك في مشاهير مجموعه المشكله في ,سلبي,محايد
M664575291373809664,1, مرتزقه_برنامج_الاصرار اذناب ,لا يمكن تحديده,سلبي
M664651049383391232,1, مرتزقه_برنامج_الاصرار العامل المشارك بينهم كلهم شغالين في ماخور ,سخرية,لا يمكن تحديده
M664567889509396480,2, مرتزقه_برنامج_الاصرار وليد الفراج فايز المالكي خالد الشنيف هادي الشيباني لديهم عقود مع بالملايين وماتبونهم يطبلون ,سلبي,محايد
M666335665089617920,1, معا_لحرب_المعطلين الارهاب_مصدوم كيف متروكين هالمهرجين العربيه و هل الدوله راضيه بالترهات هاذي ,سلبي,محايد
M664728558762336256,1, مقاطعه_فطور_فارس فرق عندما تكون انسان حر تقول ماتؤمن به وعندما تكون طبل ل الهلال_الشباب ,سلبي,لا يمكن تحديده
M666917877539282944,1, ملاحظه البرنامج لاصحاب الذوق الكروي الرفيع وعشاق البطولات والذهب والارقام القياسيه باختصار للكبار فقط يوسف_الثنيان الكبار ,إيجابي,محايد
M664840613456670720,4, من موال يا بلد و هو جزا من اغاني فيلم يا_طير_الطاير محمد_عساف ,لا يمكن تحديده,محايد
M665941239590690816,3, موضوع فئه البدون بالكويت والتجنيس عبدالله الطريجي,محايد,لا يمكن تحديده
M664559592169480192,1, نسال الله لك التوفيق يا احمد يكفي انك بينت للناس قذاره وانت يا ابو شلاخ رجل بمعنى الكلمه اعجز عن مدحك,لا يمكن تحديده,كلاهما
M665904834625871872,1, هذه البرامج اكبر من ولستم اهلا لهذه البرامج خليكم على عرب ايدول,سلبي,سخرية
M664724626447187968,2, هل مخرج مسلسل باب_الحاره خرفن مجموعه او خرفن الكل من المستفيد يا وزاره_الاعلام رائف_بدوي ,سلبي,سخرية
M667470949604831232,44, هل نحن في وقت حرب ام تفاهه مسرحيات ونحن نرى وكان معها ضوا اخضر تقدم تشاا ام انها معارضه لهويه البلد نطالب_خادم_الح ,سلبي,محايد
M665656664624898048,3, هل يورط مخرج اهل_الغرام في سرقه مسلسله ,لا يمكن تحديده,محايد
M665924702393802752,1, ههههههههههه فرحانين احلى رفقه محمد ونور وبولنت الغالي الله لا يحرمني منكن بحبكن سوريا فلسطين ,لا يمكن تحديده,إيجابي
M666025822294253568,1, هي تاني وحده شو صار معكن حزرتو ومارح قلكن احزرو لحالكن هههههههه ,لا يمكن تحديده,محايد
M665924734522101760,1, واخيرا راجعه وتاركه بعد مرور 3 شهور هنيك من الحفلات اشتقتلكن واشتقت لبلدي سوريا بحبكن ,لا يمكن تحديده,إيجابي
M666647892413784064,1, ودي اقول للي يحلمون مثل مايقول بوعبدالله يلبسون بيجامه بس اكيد مش فالنتينوا ويحلمون على قدهم h ,سخرية,لا يمكن تحديده
M665347545913237504,1, وليش وقف ضد ولد بلده مع ,سلبي,محايد
M666317340854894592,1, يا اختي صوره العرض لا تجوز ثم معروفه بفسادها وانحلالها لا ينكر ذلك احد لذلك لا يجوز متابعتها,لا يمكن تحديده,سلبي
M666025462020317184,1, ياالله ع هديك الايام ياريت لو ترجع سوريا مصر السعوديه الاردن تونس العراق المغرب الجزائر ,لا يمكن تحديده,محايد
M667042762664099840,1, ياشيخ هناك من معكم في هذا الهجوم و يملا الوسوم لا يمكن تحديدها عن خطر بدايه لكنه بالمقابل ترك بل وصل بالبعض ان قال بانها قناه شريفه,سخرية,لا يمكن تحديده
M666644870719754240,9, يعتقد البعض ان نحت الجسم هو عمليه لتخفيف الوزن وهذا مفهوم جدا خاطئ صباح_الخير_يا_عرب تجميل جلديه ,محايد,سلبي
M664451488945696768,1, يوم_الدستور_الكويتي صدر 11 11 1962 في عهد الشيخ عبدالله السالم دستور_الكويت ,لا يمكن تحديده,محايد
M667415848194170880,1,اصدقائي صوت واحد قد يغير المعطيات صوتوا للرقم 11 فريق_عاصي نيرس_بن_قاقه العروض_المباشره ,لا يمكن تحديده,محايد
M666010828269887488,1,اصعب لحظه ممكن يعيشها كل هلالي النصر محمد_نور صدى_الملاعب حسين_عبدالغني ,محايد,لا يمكن تحديده
M667030054115913728,1,اعتذر لكل المعاقين في السعوديه انتم لستم بمعاقين بل مجتمعنا هو الذي معاق فكريا وعقليا الثامنه ,كلاهما,إيجابي
M665512348380213248,1,اعوذو بالله اليوم اول مره اشوف حلقه من برنامج الاصرار ع الام بي سي ياشيخ لو بيوظفوني وزيره مارضيت اشترك فيه ,سلبي,سخرية
M665069258280443904,1,الاخ الجريسي بارك الله فيك رايت لك مقطع وانت تخطئ في القران فاليتك تهتم بتصحيح تلاوتك كاهتمامك بالقرااه على الناس ,لا يمكن تحديده,كلاهما
M664897979355107328,1,الافلام في نهايه الاسبوع يضمن ل اعلى مشاهدات و الافلام التي يتم اختيارها بروباجندا و دعايه امريكيه يروج لها العبيد ,لا يمكن تحديده,محايد
M665121390710947840,1,الان على الاعلاميه_بدريه تطالب الوزاره الخروج من لعبه زواج_مسيار وتركها للرجال الاغنياا الحريم المستثمرات ,محايد,لا يمكن تحديده
M664522614136815616,1,البيان الصادر من وزاره_العمل برعايه الظاهر المواطن السعودي صار عبا على كل الوزارات مواطن_يفضح_برنامج_الاصرار_برعايه_MBC,محايد,سلبي
M665986821323669504,1,الحلقه العاشره عيش_سفارى9 لؤلؤه_الفن_والاعلام اصاله_كامل مصر ,لا يمكن تحديده,محايد
M664706790785835008,1,الخلاصه هي ان اشترت عددا ممن يسمون ب هوامير مواقع التواصل لتلميع صورتها ضد قضيه مواطن_يفضح_برنامج_الاصرار مقاطعه_فطور_فارس,سلبي,محايد
M664577009163587584,1,الشعب يريد اسقاط الفطور برنامج_الاصرار ,سلبي,لا يمكن تحديده
M665947740443119616,1,الطريجي التجنيس العشوائي خط احمر ,محايد,سلبي
M664534254190202880,1,العربي الجاهلي عنده مرواه رجوله صدق و قناه_العربيه جمعت الصد عن الدين انعدام المرواه الكذب قاوموا_صهاينه_العرب اضربوها_بسهام_الدعاا,سلبي,محايد
M665273916609454080,1,الله يسامحك يا جويل خربتوا حواجبه جويل ,سلبي,لا يمكن تحديده
M664584621351391232,1,اللي اكتشفته انه اصحاب العقرب فنانين مشاهير اعلامين لجين_عمران جويل علا_الفارس مهيره_عبد_العزيز بنات مايا_دياب برج_العقرب,لا يمكن تحديده,محايد
M665290290299846656,1,المشكله في المناهج الدراسيه وحلقات التحفيظ والمحاضرات وبعض الدعاه المحرضين في باريس العربيه اللبروجاميه ,لا يمكن تحديده,سلبي
M665938672261427200,1,الناعم طارق النوفل لا يقدم ولا يوخر فهو شخص يصلح في برنامج نواعم على ,سلبي,محايد
M665433592282095616,1,الوضع في اليمن مختلف تماما عن ما تنقله قنوات العربيه و الحدث و فا الحوثيون يستولون عن مخزن اسلحه سعوديه كبير في تعز,سلبي,محايد
M667588343207596032,1,اما ال_سلول فلم يتركو مفسدا الا ودعموه العربيه روتانا الخ انا_والبرد_ينقصنا يوم_الجمعه ,سلبي,لا يمكن تحديده
M664817520587722752,1,ايش التعب دا مو وقته حب في مهب الريح 3,لا يمكن تحديده,سلبي
M664504126756270080,1,برنامج امم على يتحدث عن النحل و قوه الطبيعه و يقتبس من شيكسبير ولكن نسي ذكر الله و هو اهم ماقد يتم ذكره ,سلبي,كلاهما
M667083147520135168,1,بسبب وقوفه خلف سيارته سعودي_يكسر_سياره_مصري_عيني_عينك السعوديه الرياض_الان جده_الان برنامج_الثامنه ,سلبي,لا يمكن تحديده
M666918815314386944,1,تسجيل الفقره عن موقع_الاذكياا في اذاعه من مجموعه ,لا يمكن تحديده,محايد
M667393695394766848,1,جدا حزينه حلقه بدون_شك ,لا يمكن تحديده,سلبي
M667448275864330240,1,حسبي الله في كل اسره ظالمه ومفتريه ومجررمه بحق البنات الصغار ويقتلون برااتهم بتزوجهم بشباب او شياب يسبقونهم بالعمررر ,لا يمكن تحديده,سلبي
M667018451848794112,1,خاص الشهره خلف مصالحه عمرو_دياب مع ,محايد,لا يمكن تحديده
M665565206374805504,4,خبرتنا الطويله منحتنا القدره على معرفه التحاليل الاحصائيه المطلوبه بسهوله علم_نفس نقد ابحاث تدقيق ,لا يمكن تحديده,إيجابي
M664822347392794624,1,د علي_العمري العلمانيه الخفيه في الاعلام حراك ,لا يمكن تحديده,محايد
M664512925902757888,1,دعايه لوكس على المفروض يحطون في الزاويه شعار سفاله وقله حياا تجاوزت حدها ,سلبي,سخرية
M666626291429281792,1,رحله عملنا الطويله في مجال ادوات البحث العلمي والتحكيم كونت لدينا مكتبه شامله من ادوات الدراسه المتنوعه علم_نفس نقد ابحاث,لا يمكن تحديده,إيجابي
M665669959008284672,1,رساله ل و و الشهر اللي جاي هينزل فيلم الجزا السابع يا ريت تبتدوا بعرض الاجزاا السته من دلوقتي ,سخرية,محايد
M666341215177064448,1,ستدفع موسكو ثمن سياستها في الشام اشلاا واشلاا من ابنائها تعليق_الدراسه الجزيره العربيه ,لا يمكن تحديده,سلبي
M665583780351107072,1,سؤال بديهي متى توقف استهتار بشيوخنا ودعاتنا متى ي بدريه اذا انتي تشوفين هالسلبيه في ابو_زقم فهو ع يده اهدا كثير ع يده جزاه الله خير,سلبي,كلاهما
M664558778298273792,1,سؤال يطرح نفسه من هو المسيطر والمتحكم ومن يقود الاعلانات في قناه والتي على ضوئها تنتج برامج ظاهرها الرحمه برنامج_اصرار,سلبي,محايد
M664760185005715456,20,سوف اشاهد on ,لا يمكن تحديده,محايد
M666060647592034304,1,شاهد عمرو_دياب ينهي خلافاته مع قنوات ,محايد,لا يمكن تحديده
M664872163556597760,1,شوف الهبل الخرج شرق الرياض و جنوبها في نفس الوقت ,لا يمكن تحديده,سخرية
M665082657752154112,1,شي محير هل الدوله تخاف الوليد_بن_طلال صاحب روتان و وليد_الابراهيم صاحب لا اظن ولكن ماهي القصه سبب_حقد_علي_العلياني_على_الهيئه,سلبي,محايد
M665363068059312128,1,صلوا على من بكى شوقا لرؤيتنا اللهم صلي وسلم على سيدنا محمد صباح السعوديه ,لا يمكن تحديده,إيجابي
M664596386533478400,1,طريقه بالتسويق لبرامجها ماتتغير دائما تبدا باثاره المشاكل حول اعمالها ولنا في مسلسل_عمر و برنامج_اصرار خير مثال ,سلبي,محايد
M665949447407443968,1,طلع الحچي السالفه سالفه العوضي والبرغش ,لا يمكن تحديده,محايد
M666094988460167168,1,عمرو دياب ينهي خلافه مع قنوات Mbc عمرو_دياب الهضبه ,محايد,إيجابي
M667293586560450560,1,غريبه الى الان داوود الشريان مااستضاف احد من مجانين السناب شات برنامج مفلس من زمان ,سلبي,محايد
M664666063083315200,1,في الايام الاخيره نلاحظ ان لم تعد تعلم لمصلحه المواطن ولكن لا اعلم توجه هذه المجموعه مرتزقه_برنامج_الاصرار,سلبي,محايد
M665564324518305792,1,في فلم مدري مسلسل الزبده جاا يوم الاثنين الي فات على الساعه9ونص وتكمله يوم الاثنين الجاي بشوف الجزا الاول بس معرف اسمه احد يعرفه ,لا يمكن تحديده,محايد
M665258725293301760,1,فيه احد يتابع برنامج الاصرار طبعا انا لا لكن بشوف نسبه متابعينه ,لا يمكن تحديده,محايد
M664800460977659904,1,فيه داا اسمه التخنزر يصيب كل من يعمل بالام بي سي وقد تتطور الحاله عند البعض فتصل الى التصهين ,سلبي,سخرية
M665639276567207936,1,قناه و العربيه اضربوها_بسهام_الدعاا اللهم اهدهم والم ترد لهم هدايه فاجعلهم عظه فطاف عليها طائف من ربك وهم نائمون فاصبحت كالصريم ,سلبي,كلاهما
M664511634094825472,1,قنوات و العربيه تقوم بدور المستشرقين القدماا في حربهم على الاسلام و اللغه العربيه لذلك هم المستشرقين_الجدد,سلبي,محايد
M665525808858013696,1,كام واحد مستني الحلقه انهارده lt 3 الساعه 8 مسااا بتوقيت القاهره علي في مرحله المواجهه فريق_شيرين ,لا يمكن تحديده,محايد
M666750760638652416,1,كذب على الدوله_الاسلاميه دوله_الخلافه اختصر_السعاده_في_كلمتين زد_رصيدك4,لا يمكن تحديده,سلبي
M664656511508086784,1,لا توظيف ولا تدريب اجل وش الهدف من البرنامج الاصرار مرتزقه_برنامج_الاصرار,سلبي,محايد
M664514989080903680,1,لازم التطبيل كيف تعتبر لاعب لعب مع نادي منافس من اكثر اللاعبين وفاا تخلف تطبيل دوري_عبداللطيف_جميل ,لا يمكن تحديده,محايد
M664512291019300864,1,لو تتبعت دور المستشرقين و المحتلين للدول الاسلاميه تجد دورهم مشابه لما تقوم به العربيه و الان بالفعل هم المستشرقين_الجدد,سلبي,محايد
M664593659086675968,1,ملحوظه اخرى ليس فارس التركي وحده من اختار ان يغمس قدمه في وحل لكن هناك منتفعون اخرون ومرتزقه كثيرون ستكشفهم لكم الايام ,سلبي,محايد
M666915931315183616,1,مواطنه سعوديه في برانامج الثامنه على قناه تقول لقد تم رفضي في احدى الوظائف بسبب بشرتي السمراا وقد صرح لي احدهم بذلك اثناا المقابله,لا يمكن تحديده,محايد
M666230451833565184,1,نحتاج قناه امبي سي فرنسا جديده ,سخرية,محايد
M666401263068823552,1,ننتظر باب_الحاره الجزا الثامن اتمنى ان يكون مغاير وعكس الجزا السابع التعيس واما اجمل خبر استبعاد قناه الاعلانات من بث المسلسل ,سلبي,كلاهما
